Num_Name	Epoch	q	e	i	w	Node	Tp	Ref
C/2006 E2 (SOHO)	53809	0.0482	1	24.5	21.86	80.94	20060315.42	SAO_2008
C/2006 E3 (SOHO)	53808	0.007	1	144.19	71.15	357.72	20060313.85	SAO_2008
C/2006 E4 (SOHO)	53809	0.0051	1	136.56	98.27	18.49	20060315.39	SAO_2008
P/2006 F1 (Kowalski)	53898	4.1232422	0.12439307	21.19071	185.53076	124.95033	20080210.18	JPL22
C/2006 F2 (Christensen)	53825	4.29654841	0.65138704	20.51238	181.00312	8.2608	20060330.37	JPL5
C/2006 F3 (SOHO)	53820	0.051	1	23.02	19.1	85.31	20060325.54	SAO_2008
P/2006 F4 (Spacewatch)	53843	2.33976876	0.33708689	12.38593	31.37322	184.09681	20060503.57	JPL7
C/2006 F5 (SOHO)	53816	0.005	1	144.57	82.38	4.2	20060321.96	SAO_2008
C/2006 F6 (SOHO)	53817	0.0333	1	74.13	56.09	75.03	20060323.04	SAO_2008
C/2006 F7 (SOHO)	53823	0.005	1	145.72	84.83	3.42	20060328.64	SAO_2008
C/2006 F8 (SOHO)	53825	0.0052	1	144.58	84.02	5.67	20060331.1	SAO_2008
P/2006 G1 (McNaught)	53866	2.63207288	0.45384279	18.55488	313.93197	299.26871	20060818.53	JPL16
C/2006 G2 (SOHO)	53837	0.0051	1	148.07	77.54	353.13	20060411.64	SAO_2008
C/2006 GZ2 (Spacewatch)	53836	3.30241853	1	168.68204	191.49202	355.3211	20060821.98	JPL3
C/2006 G3 (SOHO)	53840	0.0049	1	144.38	79.07	359.35	20060414.89	SAO_2008
P/2006 H1 (McNaught)	53981	2.37847168	0.58158679	12.87013	310.13581	0.13091	20060507.39	JPL20
C/2006 H2 (SOHO)	53843	0.0051	1	145.5	82.61	0	20060417.87	SAO_2008
C/2006 H3 (SOHO)	53845	0.005	1	143.75	78.8	2.74	20060419.71	SAO_2008
C/2006 H4 (SOHO)	53848	0.0048	1	143.82	79.49	0.7	20060422.57	SAO_2008
C/2006 H5 (SOHO)	53850	0.0052	1	143.01	80.13	3.47	20060424.67	SAO_2008
C/2006 H6 (SOHO)	53854	0.0049	1	143.95	81.38	4.09	20060428.97	SAO_2008
P/2006 HR30 (Siding Spring)	54046	1.22642779	0.84311842	31.8845	117.41388	309.95216	20070102.28	JPL86
C/2006 HW51 (Siding Spring)	53933	2.26560603	1.00211072	45.80978	359.96765	228.12782	20060929.33	JPL14
C/2006 J1 (SOHO)	53859	0.007	1	143.58	71.81	348.56	20060503.62	SAO_2008
C/2006 J2 (SOHO)	53860	0.0051	1	143.55	79.86	1.27	20060504.79	SAO_2008
C/2006 J3 (SOHO)	53860	0.0049	1	144.61	84.54	5.68	20060504.89	SAO_2008
C/2006 J4 (SOHO)	53864	0.005	1	144.47	84.69	5.85	20060509.4	SAO_2008
C/2006 J5 (SOHO)	53863	0.0387	1	72.12	59.44	71.46	20060508.17	SAO_2008
C/2006 J6 (SOHO)	53864	0.0051	1	143.9	81.44	2.91	20060509.26	SAO_2008
C/2006 J7 (SOHO)	53866	0.005	1	143.39	82.58	5.04	20060510.55	SAO_2008
C/2006 J8 (SOHO)	53866	0.005	1	143.07	80.86	3.86	20060510.54	SAO_2008
C/2006 J9 (SOHO)	53866	0.0055	1	143.37	86.59	9.93	20060510.98	SAO_2008
C/2006 J10 (SOHO)	53867	0.0057	1	146.41	79.56	356.7	20060511.65	SAO_2008
C/2006 J11 (SOHO)	53867	0.0049	1	142.16	83.51	6.41	20060512.13	SAO_2008
C/2006 J12 (SOHO)	53871	0.0087	1	141.01	89.45	15.99	20060516.17	SAO_2008
C/2006 K1 (McNaught)	54371	4.42553444	1.00162722	53.87668	296.44266	72.11543	20070720.56	JPL52
C/2006 K3 (McNaught)	54049	2.50144365	1.00076345	92.62002	328.07847	49.40234	20070313.37	JPL29
C/2006 K4 (NEAT)	54260	3.18861186	0.99824729	111.33413	233.60432	116.597	20071129.3	JPL48
C/2006 K5 (SOHO)	53878	0.0512	1	117.6	98.18	169.23	20060523	SAO_2008
C/2006 K6 (SOHO)	53873	0.0067	1	144.88	84.24	4.62	20060517.67	SAO_2008
C/2006 K7 (SOHO)	53874	0.0066	1	141.16	87.53	14.54	20060518.76	SAO_2008
C/2006 K8 (SOHO)	53874	0.0049	1	143.53	90.49	13.5	20060519.34	SAO_2008
C/2006 K9 (SOHO)	53875	0.0083	1	141.26	88.13	14.16	20060520.44	SAO_2008
C/2006 K10 (SOHO)	53876	0.0049	1	143.55	83.31	4.77	20060520.98	SAO_2008
C/2006 K11 (SOHO)	53879	0.0058	1	142.79	84.45	7.62	20060523.6	SAO_2008
C/2006 K12 (SOHO)	53878	0.0054	1	143.13	75.62	0.13	20060523.15	SAO_2008
C/2006 K13 (SOHO)	53880	0.0052	1	143.29	81.64	5.31	20060524.84	SAO_2008
C/2006 K14 (SOHO)	53880	0.0052	1	142.57	81.97	6.05	20060524.84	SAO_2008
C/2006 K15 (SOHO)	53880	0.0064	1	140.72	90.56	17.35	20060525.48	SAO_2008
C/2006 K16 (SOHO)	53881	0.005	1	142.46	85.68	9.02	20060526.34	SAO_2008
C/2006 K17 (SOHO)	53881	0.0051	1	141.34	91.59	15.29	20060526.39	SAO_2008
C/2006 K18 (SOHO)	53882	0.0071	1	143.81	86.78	8.77	20060526.92	SAO_2008
C/2006 K19 (SOHO)	53885	0.0053	1	142.77	84.54	6.41	20060529.74	SAO_2008
C/2006 K20 (SOHO)	53885	0.0053	1	141.71	86.75	11.5	20060529.84	SAO_2008
C/2006 K21 (SOHO)	53886	0.0049	1	144.63	83.94	4.79	20060531.39	SAO_2008
C/2006 L1 (Garradd)	54082	1.46207039	0.99735102	143.2426	338.40986	101.76018	20061018	JPL26
C/2006 L2 (McNaught)	53991	1.99394009	1.00105427	101.02218	48.03527	239.24598	20061120.2	JPL29
C/2006 L3 (SOHO)	53888	0.0049	1	140.31	90.98	15.42	20060602.34	SAO_2008
C/2006 L4 (SOHO)	53891	0.005	1	146.71	66.63	345.24	20060605.02	SAO_2008
C/2006 L5 (SOHO)	53894	0.0062	1	143.97	56.57	333.2	20060608.46	SAO_2008
C/2006 L6 (SOHO)	53895	0.005	1	138.43	96.2	22.17	20060609.32	SAO_2008
C/2006 L7 (SOHO)	53897	0.005	1	126.64	87.94	17.51	20060610.79	SAO_2008
C/2006 L8 (SOHO)	53901	0.0049	1	140.61	44.99	317.61	20060614.98	SAO_2008
C/2006 M1 (LINEAR)	54104	3.55620292	0.97687988	54.87693	122.89456	231.61511	20070213.92	JPL40
C/2006 M2 (Spacewatch)	53907	5.3181405	1	150.13868	120.81274	27.30742	20060103.09	JPL2
C/2006 M4 (SWAN)	54048	0.78300809	1.0001866	111.82326	62.5944	148.72683	20060928.73	JPL32
C/2006 M5 (SOHO)	53903	0.0049	1	130.31	107.15	37.31	20060617.03	SAO_2008
C/2006 M6 (SOHO)	53906	0.0049	1	130.4	111.22	41.24	20060619.6	SAO_2008
C/2006 M7 (SOHO)	53909	0.0049	1	144.97	76.37	356.1	20060622.88	SAO_2008
C/2006 M8 (SOHO)	53911	0.0079	1	145.12	43.46	325.64	20060625.45	SAO_2008
C/2006 M9 (SOHO)	53914	0.0049	1	144.81	82.72	3.37	20060627.58	SAO_2008
C/2006 N1 (SOHO)	53928	0.0056	1	145.2	65.57	346.6	20060712.41	SAO_2008
C/2006 N2 (SOHO)	53931	0.0073	1	144.87	82.7	4.27	20060714.7	SAO_2008
C/2006 N3 (SOHO)	53931	0.0057	1	130.11	47.08	318.52	20060715.45	SAO_2008
C/2006 O2 (Garradd)	53982	1.55475904	0.9962439	43.0283	19.9864	283.35903	20061005.41	JPL12
C/2006 OF2 (Broughton)	54664	2.43144161	1.00078448	30.17043	95.61178	318.50872	20080915.69	JPL142
C/2006 O3 (SOHO)	53934	0.0064	1	146.75	69.92	353.43	20060717.79	SAO_2008
C/2006 O4 (SOHO)	53937	0.0057	1	138.72	69.09	342.68	20060720.88	SAO_2008
C/2006 O5 (SOHO)	53938	0.0079	1	132.33	46.01	319.03	20060722.22	SAO_2008
C/2006 O6 (SOHO)	53941	0.0049	1	144.2	75.64	356.06	20060724.72	SAO_2008
C/2006 O7 (SOHO)	53943	0.0055	1	144.24	76.52	357.01	20060727.35	SAO_2008
C/2006 O8 (SOHO)	53944	0.0052	1	145.19	81.87	3.71	20060727.58	SAO_2008
C/2006 P1 (McNaught)	54064	0.17073644	1.00001907	77.83699	155.97496	267.41479	20070112.8	JPL25
C/2006 P2 (SOHO)	53949	0.0051	1	144.3	77.59	358.59	20060802.31	SAO_2008
C/2006 P3 (SOHO)	53950	0.005	1	144.02	76.39	357.5	20060803.16	SAO_2008
C/2006 P4 (SOHO)	53951	0.005	1	144.56	84.22	5.33	20060803.84	SAO_2008
C/2006 P5 (SOHO)	53951	0.005	1	136.1	92.44	17.11	20060803.79	SAO_2008
C/2006 P6 (SOHO)	53951	0.0072	1	144	71.1	355.03	20060804.1	SAO_2008
C/2006 P7 (SOHO)	53952	0.0051	1	144.42	74.71	355.69	20060804.87	SAO_2008
C/2006 Q1 (McNaught)	54857	2.76369857	0.99961724	59.05022	344.38169	199.54692	20080703.86	JPL155
P/2006 R1 (Siding Spring)	53989	1.67102266	0.70177876	160.01161	249.30733	218.62721	20060903.68	JPL7
C/2006 R3 (SOHO)	53981	0.0337	1	75.14	57.86	66.29	20060902.73	SAO_2008
C/2006 R4 (SOHO)	53991	0.005	1	144.19	85.83	6.47	20060912.81	SAO_2008
P/2006 S1 (Christensen)	54016	1.35931093	0.61121438	11.86836	128.05043	213.65212	20060830.18	JPL12
C/2006 S2 (LINEAR)	54106	3.16150245	1.00197502	98.95916	166.34159	113.88718	20070507.35	JPL16
C/2006 S3 (LONEOS)	55804	5.13103799	1.00293054	166.03272	140.14633	38.37098	20120416.48	JPL225
P/2006 S4 (Christensen)	54024	3.06800746	0.50808158	39.62594	305.71535	36.13989	20060601.69	JPL10
C/2006 S5 (Hill)	54380	2.63042991	0.9729928	10.13137	182.11018	281.56339	20071209.75	JPL54
P/2006 S6 (Hill)	54047	2.39833025	0.42454522	13.17706	31.25065	9.06813	20061018.27	JPL16
C/2006 S7 (SOHO)	53997	0.0051	1	143.39	83.37	2.32	20060919	SAO_2008
C/2006 S8 (SOHO)	53997	0.0093	1	138.78	58.93	339.97	20060919.44	SAO_2008
C/2006 S9 (SOHO)	53997	0.005	1	142.99	87.8	357.56	20060919.13	SAO_2008
C/2006 S10 (SOHO)	53998	0.0049	1	143.8	79.27	0.41	20060919.57	SAO_2008
C/2006 S11 (SOHO)	53998	0.0051	1	143.98	78.64	1.57	20060919.59	SAO_2008
C/2006 S12 (SOHO)	54006	0.0052	1	144.2	79.44	0.27	20060927.87	SAO_2008
C/2006 S13 (SOHO)	54009	0.005	1	143.87	74.59	358.75	20060930.98	SAO_2008
C/2006 T2 (SOHO)	54011	0.0051	1	143.9	76.86	359.26	20061003.02	SAO_2008
C/2006 T3 (SOHO)	54012	0.0051	1	144.33	76.62	358.17	20061003.86	SAO_2008
C/2006 T4 (SOHO)	54012	0.0051	1	144.52	77.65	357.64	20061003.9	SAO_2008
C/2006 T5 (SOHO)	54015	0.0049	1	142.88	86.77	5.66	20061006.6	SAO_2008
C/2006 T6 (SOHO)	54018	0.0353	1	67.07	66.16	100.84	20061010.33	SAO_2008
C/2006 T7 (SOHO)	54019	0.0051	1	143.7	87.14	10.75	20061010.7	SAO_2008
C/2006 T8 (SOHO)	54024	0.0052	1	144.58	76.34	357.19	20061016.03	SAO_2008
C/2006 T9 (SOHO)	54024	0.005	1	145.44	92.66	5.39	20061016.27	SAO_2008
C/2006 T10 (SOHO)	54021	0.0051	1	148.31	79.6	353.81	20061012.89	SAO_2008
C/2006 U6 (Spacewatch)	54502	2.49841448	0.99870371	84.87948	276.59549	180.1873	20080605.47	JPL63
C/2006 U7 (Gibbs)	54049	4.42621886	0.63049977	7.23132	12.86292	57.76025	20070327.81	JPL8
C/2006 U8 (SOHO)	54025	0.005	1	137.33	53.25	319.52	20061017.09	SAO_2008
C/2006 U9 (SOHO)	54029	0.0048	1	145.39	82.84	3.09	20061020.51	SAO_2008
C/2006 U10 (SOHO)	54028	0.0346	1	71.68	55.57	74.91	20061020.22	SAO_2008
C/2006 U11 (SOHO)	54033	0.0053	1	144.43	87.04	10.23	20061025.08	SAO_2008
C/2006 U12 (SOHO)	54033	0.0051	1	144.51	81.79	1.57	20061024.76	SAO_2008
C/2006 U13 (SOHO)	54034	0.0051	1	146.57	81.23	356.9	20061025.75	SAO_2008
C/2006 U14 (SOHO)	54037	0.0048	1	144.88	82.81	4.96	20061028.72	SAO_2008
C/2006 U15 (SOHO)	54037	0.0051	1	144.37	77.01	358.99	20061028.65	SAO_2008
C/2006 U16 (SOHO)	54039	0.0051	1	144	93.66	8.59	20061031	SAO_2008
C/2006 V1 (Catalina)	54208	2.67491758	0.98962147	31.1194	253.40307	335.72417	20071126.52	JPL42
C/2006 V2 (SOHO)	54043	0.005	1	144.58	84.76	5.89	20061103.78	SAO_2008
C/2006 V3 (SOHO)	54042	0.0051	1	143.44	85.84	7.96	20061103.38	SAO_2008
C/2006 V4 (SOHO)	54044	0.0051	1	142.54	81.88	4.03	20061104.71	SAO_2008
C/2006 V5 (SOHO)	54047	0.0051	1	146.74	76.77	351.91	20061107.74	SAO_2008
C/2006 V6 (SOHO)	54047	0.0052	1	145.1	80.6	0.34	20061107.88	SAO_2008
C/2006 V7 (SOHO)	54048	0.005	1	145.17	80.94	0.02	20061108.93	SAO_2008
C/2006 V8 (SOHO)	54051	0.0063	1	146.33	79.12	357.76	20061112.26	SAO_2008
C/2006 V9 (SOHO)	54053	0.0052	1	144.4	84.93	6.68	20061114.46	SAO_2008
C/2006 V10 (SOHO)	54053	0.0051	1	144.18	79.41	359.31	20061114.34	SAO_2008
C/2006 VZ13 (LINEAR)	54264	1.01525238	1.00024726	134.79332	174.11524	66.02689	20070810.89	JPL33
P/2006 W1 (Gibbs)	54081	1.69974871	0.706926	19.00554	230.58736	154.05537	20060329.78	JPL11
C/2006 W3 (Christensen)	54916	3.12622357	0.99983884	127.07467	133.51514	113.57078	20090706.65	JPL172
C/2006 WD4 (Lemmon)	54120	0.59124423	0.99898755	152.70463	292.69089	226.79054	20070428.4	JPL27
C/2006 W5 (SOHO)	54059	0.0053	1	145.02	41.35	311.44	20061120.33	SAO_2008
C/2006 W6 (SOHO)	54059	0.0052	1	146.6	51.84	323.33	20061120.39	SAO_2008
C/2006 W7 (SOHO)	54065	0.0055	1	140.72	90.07	14.66	20061125.87	SAO_2008
P/2006 WY182 (Christensen)	54115	2.79639552	0.55856082	26.4916	186.98596	301.04547	20070117.91	JPL14
C/2006 X1 (LINEAR)	54089	6.12565604	1	42.61762	101.26986	255.24264	20060305.58	JPL7
C/2006 XA1 (LINEAR)	54175	1.80437485	0.99283651	30.6294	187.41807	318.66355	20070721.9	JPL28
C/2006 X2 (SOHO)	54079	0.0055	1	137	102.11	28.68	20061209.52	SAO_2008
C/2006 X3 (SOHO)	54079	0.0052	1	139.23	99.85	25.84	20061210.03	SAO_2008
C/2006 X4 (SOHO)	54081	0.0047	1	143.31	92.11	14.95	20061211.59	SAO_2008
C/2006 X5 (SOHO)	54080	0.005	1	139.89	95.78	20.39	20061210.98	SAO_2008
C/2006 X6 (SOHO)	54081	0.0051	1	144.58	78.55	1.53	20061212.07	SAO_2008
C/2006 X7 (SOHO)	54082	0.0044	1	143.15	85.18	6.34	20061212.73	SAO_2008
C/2006 X8 (SOHO)	54082	0.0051	1	143.38	67.67	346.9	20061212.9	SAO_2008
C/2006 X9 (SOHO)	54084	0.0076	1	136.77	58.64	332.65	20061215.5	SAO_2008
C/2006 X10 (SOHO)	54085	0.0348	1	72.63	56.92	74.2	20061215.61	SAO_2008
C/2006 X11 (SOHO)	54085	0.0051	1	145.24	65.84	344.66	20061215.73	SAO_2008
C/2006 YC (Catalina-Christensen)	54135	4.94821315	1.00017144	69.56376	335.51939	154.28735	20060911.78	JPL14
C/2006 Y3 (SOHO)	54087	0.0077	1	147.08	72.22	353.37	20061218.43	SAO_2008
C/2006 Y4 (SOHO)	54089	0.005	1	144.5	71.5	350.75	20061220.41	SAO_2008
C/2006 Y5 (SOHO)	54091	0.0048	1	145.46	82.74	4.13	20061222.11	SAO_2008
C/2006 Y6 (SOHO)	54092	0.0048	1	145.67	82.31	3.67	20061222.53	SAO_2008
C/2006 Y7 (SOHO)	54091	0.0051	1	144.69	56.71	335.09	20061222.23	SAO_2008
C/2006 Y8 (SOHO)	54091	0.0051	1	146.07	66.97	347.22	20061222.24	SAO_2008
C/2006 Y9 (SOHO)	54091	0.005	1	144.83	65.39	344.25	20061222.28	SAO_2008
C/2006 Y10 (SOHO)	54093	0.0053	1	144.09	86.02	6.79	20061223.88	SAO_2008
C/2006 Y11 (SOHO)	54094	0.0061	1	146.99	61.71	343.29	20061225.33	SAO_2008
C/2006 Y12 (SOHO)	54097	0.0049	1	146.32	83.24	4.61	20061228.14	SAO_2008
C/2006 Y13 (SOHO)	54098	0.005	1	144.77	83.6	4.81	20061228.83	SAO_2008
C/2006 Y14 (SOHO)	54098	0.0049	1	143.82	86.64	8.37	20061228.82	SAO_2008
C/2006 Y15 (SOHO)	54099	0.0049	1	144.29	74.48	354.98	20061229.8	SAO_2008
C/2006 Y16 (SOHO)	54099	0.0049	1	145.66	73.96	354.78	20061229.75	SAO_2008
C/2006 Y17 (SOHO)	54099	0.0064	1	142.6	91.97	13.47	20061230.26	SAO_2008
C/2007 A4 (SOHO)	54105	0.0049	1	144.4	72.84	353.01	20070105.44	SAO_2008
C/2007 A5 (SOHO)	54110	0.0051	1	145.38	80.93	2.44	20070109.98	SAO_2008
C/2007 A6 (SOHO)	54111	0.0382	1	70.57	57.64	70.67	20070111.24	SAO_2008
C/2007 A7 (SOHO)	54111	0.0191	1	144.23	48.06	284.7	20070110.69	SAO_2008
P/2007 B1 (Christensen)	54138	2.44275841	0.58097969	12.375	46.90968	77.78548	20070119.97	JPL9
C/2007 B2 (Skiff)	54529	2.97491959	0.99596809	27.49522	205.99702	14.86891	20080820.84	JPL80
C/2007 B4 (SOHO)	54119	0.005	1	143.99	73.54	353.31	20070118.82	SAO_2008
C/2007 B5 (SOHO)	54120	0.0051	1	145.33	82.53	4.43	20070120.16	SAO_2008
C/2007 B6 (SOHO)	54132	0.0049	1	144.46	84.98	6.24	20070201.49	SAO_2008
P/2007 C2 (Catalina)	54340	3.77947441	0.46223726	8.6747	179.46813	276.11735	20070904.65	JPL26
C/2007 C3 (SOHO)	54133	0.0049	1	144.03	77.76	358.07	20070202.47	SAO_2008
C/2007 C4 (SOHO)	54135	0.0051	1	143.82	82.52	6.02	20070203.66	SAO_2008
C/2007 C5 (SOHO)	54135	0.0051	1	144.91	69.5	346.22	20070204.23	SAO_2008
C/2007 C6 (SOHO)	54138	0.008	1	138.61	57.91	334.57	20070207.25	SAO_2008
C/2007 C7 (SOHO)	54134	0.0172	1	70.99	3.33	309.4	20070202.85	SAO_2008
C/2007 C8 (SOHO)	54137	0.0052	1	144.75	73.58	355.56	20070206.45	SAO_2008
C/2007 C9 (SOHO)	54138	0.005	1	142.71	78.57	356.18	20070207.32	SAO_2008
C/2007 C10 (SOHO)	54138	0.0351	1	72.77	58.5	73.19	20070207.32	SAO_2008
C/2007 C11 (SOHO)	54140	0.0049	1	144.05	80.07	0.21	20070208.81	SAO_2008
C/2007 C12 (SOHO)	54140	0.0408	1	122.22	338.86	285.89	20070209.36	SAO_2008
C/2007 C13 (SOHO)	54147	0.0049	1	144.81	83.83	5.56	20070216.16	SAO_2008
C/2007 D1 (LINEAR)	54606	8.79347207	1.00028422	41.5005	340.14963	171.08507	20070619.01	JPL67
C/2007 D2 (Spacewatch)	54156	1.24522453	0.97700406	178.618	65.09358	297.12925	20061124.3	JPL7
C/2007 D3 (LINEAR)	54394	5.20897761	0.99199049	45.91961	309.09483	148.43009	20070527.71	JPL22
C/2007 D4 (SOHO)	54148	0.0048	1	144.23	76.68	357.19	20070217.42	SAO_2008
C/2007 D5 (SOHO)	54150	0.005	1	144.24	75.88	355.51	20070219.43	SAO_2008
C/2007 E1 (Garradd)	54232	1.28586301	0.98021308	174.39401	7.10165	153.8265	20070523.83	JPL31
C/2007 E2 (Lovejoy)	54230	1.09294493	0.99923357	95.88353	340.53511	232.43222	20070327.5	JPL47
C/2007 E4 (SOHO)	54162	0.0046	1	144.36	77.26	356.73	20070303.48	SAO_2008
C/2007 E5 (SOHO)	54169	0.0048	1	145.42	63.86	0.56	20070310.23	SAO_2008
C/2007 F1 (LONEOS)	54249	0.40237004	1.00008132	116.08149	153.71138	172.88647	20071028.76	JPL21
C/2007 F2 (SOHO)	54181	0.0053	1	144	79.02	359.24	20070322.38	SAO_2008
C/2007 F3 (SOHO)	54187	0.0082	1	138.39	60.61	337.83	20070328.28	SAO_2008
C/2007 F4 (SOHO)	54188	0.0347	1	71.41	55.09	76.09	20070328.57	SAO_2008
C/2007 F5 (SOHO)	54189	0.0086	1	144.45	77.24	5.76	20070330.48	SAO_2008
C/2007 G1 (LINEAR)	54462	2.64610171	1.00143135	88.35943	224.02529	78.99168	20081116.44	JPL98
C/2007 G2 (SOHO)	54198	0.0051	1	144.32	83.71	3.25	20070408.38	SAO_2008
C/2007 H2 (Skiff)	54214	1.41043705	0.97169183	52.19138	319.30049	203.77185	20070217.05	JPL8
C/2007 H4 (SOHO)	54209	0.0052	1	139.51	78.85	8.21	20070419.28	SAO_2008
C/2007 H5 (SOHO)	54211	0.0051	1	143.78	80.36	1.05	20070421.11	SAO_2008
C/2007 H6 (SOHO)	54212	0.0052	1	144.28	84.75	8.55	20070422.24	SAO_2008
C/2007 H7 (SOHO)	54214	0.005	1	144.54	85.57	1.83	20070423.58	SAO_2008
C/2007 H8 (SOHO)	54220	0.0051	1	144.38	76.55	357.26	20070430.33	SAO_2008
C/2007 H9 (SOHO)	54221	0.005	1	143.75	79.42	0.72	20070430.92	SAO_2008
C/2007 J1 (SOHO)	54223	0.0348	1	72.59	56.99	73.87	20070502.95	SAO_2008
C/2007 J2 (SOHO)	54224	0.0052	1	144.06	79.56	0.42	20070503.5	SAO_2008
C/2007 J3 (SOHO)	54225	0.0052	1	144.37	84.69	6.02	20070505.4	SAO_2008
C/2007 J4 (SOHO)	54225	0.0051	1	143.87	79.89	0.66	20070505.15	SAO_2008
C/2007 J5 (SOHO)	54228	0.0051	1	143.82	77.23	358.87	20070507.92	SAO_2008
C/2007 J6 (SOHO)	54230	0.0066	1	145.18	82.6	2.22	20070509.6	SAO_2008
C/2007 J8 (SOHO)	54233	0.0052	1	138.32	97.49	20.64	20070513.33	SAO_2008
C/2007 J9 (SOHO)	54235	0.006	1	142.32	83.52	8.79	20070514.64	SAO_2008
C/2007 J10 (SOHO)	54235	0.0052	1	144.67	82.86	4.42	20070514.56	SAO_2008
C/2007 J11 (SOHO)	54237	0.0049	1	144.38	87.28	9.48	20070516.84	SAO_2008
C/2007 J12 (SOHO)	54237	0.0079	1	142.26	90.08	18.31	20070516.91	SAO_2008
C/2007 JA21 (LINEAR)	54359	5.36857157	1.00176792	89.8404	93.72202	65.52269	20061114.56	JPL24
C/2007 K1 (Lemmon)	54286	9.23901019	0.97873822	108.43289	51.97107	294.66078	20070507.65	JPL12
P/2007 K2 (Gibbs)	54247	2.2686791	0.68432185	7.61991	345.67847	189.8523	20070608.44	JPL5
C/2007 K3 (Siding Spring)	54478	2.05070043	1.00119278	16.30079	23.59681	263.25255	20080421.72	JPL13
C/2007 K4 (Gibbs)	54261	3.52786373	1.00291116	98.62631	162.41779	68.51635	20070503.74	JPL10
C/2007 K5 (Lovejoy)	54264	1.14914219	0.97661349	64.88364	255.58259	193.73896	20070501.96	JPL8
C/2007 K6 (McNaught)	54295	3.43299073	0.98465246	105.06399	337.14121	298.07509	20070701.48	JPL10
C/2007 K7 (SOHO)	54237	0.0081	1	140.36	82.04	6.91	20070517.31	SAO_2008
C/2007 K8 (SOHO)	54238	0.0051	1	143.86	80.55	1.23	20070518	SAO_2008
C/2007 K9 (SOHO)	54238	0.0048	1	143.58	76.94	357.17	20070518.02	SAO_2008
C/2007 K10 (SOHO)	54239	0.0055	1	143.61	86.43	9.17	20070518.64	SAO_2008
C/2007 K11 (SOHO)	54239	0.0051	1	142.27	84.11	6.82	20070518.68	SAO_2008
C/2007 K12 (SOHO)	54239	0.0346	1	72.52	56.89	73.94	20070518.61	SAO_2008
C/2007 K13 (SOHO)	54242	0.0049	1	143.98	88.29	10.78	20070521.62	SAO_2008
C/2007 K14 (SOHO)	54242	0.0051	1	143.91	87.64	10.93	20070521.63	SAO_2008
C/2007 K15 (SOHO)	54243	0.0084	1	141.95	89.16	14.31	20070522.75	SAO_2008
C/2007 K16 (SOHO)	54243	0.0059	1	143.81	84.51	6.64	20070522.75	SAO_2008
C/2007 K17 (SOHO)	54245	0.005	1	144.05	83.57	5.69	20070525.06	SAO_2008
C/2007 K18 (SOHO)	54247	0.0052	1	143.17	87.35	9.71	20070526.8	SAO_2008
C/2007 K19 (SOHO)	54249	0.0085	1	125.18	80.93	12.41	20070528.7	SAO_2008
C/2007 K20 (SOHO)	54252	0.0049	1	141.43	36.12	307.96	20070531.5	SAO_2008
C/2007 K21 (SOHO)	54244	0.0073	1	139.84	87.87	16.27	20070523.83	SAO_2008
C/2007 L1 (SOHO)	54256	0.0049	1	140.33	91.71	15.52	20070604.88	SAO_2008
C/2007 L2 (SOHO)	54257	0.00502	1	144.627	83.377	4.137	20070606.37	SAO_2008
C/2007 L3 (SOHO)	54259	0.00712	1	144.542	83.803	4.824	20070608.23	SAO_2008
C/2007 L4 (SOHO)	54259	0.0048	1	141.03	89.08	12.48	20070608.16	SAO_2008
C/2007 L5 (SOHO)	54261	0.0078	1	146.66	61.04	340.06	20070609.86	SAO_2008
C/2007 L6 (SOHO)	54262	0.0072	1	143.02	88.47	10.65	20070611.17	SAO_2008
C/2007 L7 (SOHO)	54262	0.0057	1	144.79	80.55	1.29	20070611.15	SAO_2008
C/2007 L8 (SOHO)	54262	0.0071	1	143.53	87.08	8.56	20070611.25	SAO_2008
C/2007 L9 (SOHO)	54263	0.0072	1	143.46	86.73	8.62	20070611.57	SAO_2008
C/2007 L10 (SOHO)	54265	0.005	1	143.63	81.49	1.26	20070614.2	SAO_2008
C/2007 L11 (SOHO)	54267	0.0048	1	145.3	83.35	4.55	20070615.76	SAO_2008
C/2007 L12 (SOHO)	54266	0.0051	1	125.73	106.53	33.95	20070615.33	SAO_2008
C/2007 L13 (SOHO)	54267	0.00712	1	144.668	83.457	4.336	20070616.31	SAO_2008
C/2007 M1 (McNaught)	54655	7.47464571	0.99538904	139.72043	52.60824	326.80663	20080811.35	JPL34
C/2007 M2 (Catalina)	54585	3.54104344	0.99933895	80.94474	220.669	357.28285	20081208.57	JPL35
C/2007 M3 (LINEAR)	54321	3.46875712	0.97968689	161.7612	125.73923	41.61913	20070904.63	JPL24
C/2007 M4 (SOHO)	54277	0.0072	1	144.6	83.44	4.52	20070626.37	SAO_2008
C/2007 M5 (SOHO)	54277	0.0011	1	154.15	120.01	14.62	20070625.53	SAO_2008
C/2007 M6 (SOHO)	54277	0.0058	1	124.45	115.18	42.43	20070625.97	SAO_2008
C/2007 M7 (SOHO)	54277	0.0054	1	144.63	62.91	342.27	20070625.82	SAO_2008
C/2007 M8 (SOHO)	54277	0.0478	1	82.04	228.58	288.26	20070625.81	SAO_2008
C/2007 M9 (SOHO)	54279	0.0049	1	145.79	73.34	353.21	20070628	SAO_2008
C/2007 M10 (SOHO)	54282	0.0049	1	145.31	82.79	3.72	20070630.58	SAO_2008
